headline,published_date,author,content,domain
Germany's Merz promises to do 'whatever it takes' on defence,2025-03-05,Paul Kirby,"['friedrich', 'merz', 'expect', 'becom', 'germani', 'next', 'chancellor', 'announc', 'polit', 'deal', 'rai', 'hundr', 'billion', 'euro', 'extra', 'spend', 'defenc', 'infrastructur', 'view', 'threat', 'freedom', 'peac', 'contin', 'rule', 'defenc', 'whatev', 'take', 'said', 'merz', 'whose', 'conserv', 'germani', 'elect', 'last', 'month', 'said', 'like', 'coalit', 'partner', 'centr', 'left', 'would', 'put', 'new', 'propo', 'parliament', 'next', 'week', 'spoken', 'need', 'urgenc', 'german', 'spend', 'light', 'recent', 'deci', 'american', 'govern', 'merz', '<num>', 'elabor', 'outspoken', 'critic', 'presid', 'donald', 'trump', 'treatment', 'ukrain', 'volodymyr', 'zelenski', 'oval', 'offic', 'earlier', 'week', 'said', 'european', 'leader', 'show', 'posit', 'act', 'independ', 'europ', 'news', 'confer', 'tuesday', 'alongsid', 'leader', 'social', 'democrat', 'conserv', 'sister', 'parti', 'bavaria', 'merz', 'said', 'germani', 'count', 'us', 'stand', 'mutual', 'allianc', 'commit', 'also', 'know', 'resourc', 'nation', 'allianc', 'defenc', 'must', 'significantli', 'expand', 'merz', 'said', 'english', 'would', 'whatev', 'take', 'protect', 'freedom', 'peac', 'refer', 'mario', 'draghi', 'vow', 'save', 'euro', '<num>', 'european', 'central', 'bank', 'presid', 'heart', 'propo', 'special', '<num>', '<num>', 'fund', 'repair', 'germani', 'creak', 'infrastructur', 'well', 'loosen', 'stringent', 'budget', 'rule', 'allow', 'invest', 'defenc', 'wake', 'europ', 'financ', 'crisi', 'germani', 'impo', 'debt', 'brake', 'schuldenbrem', 'limit', 'budget', 'deficit', '<num>', 'nation', 'econom', 'output', 'gdp', 'normal', 'time', 'new', 'defenc', 'propo', 'recommend', 'necessari', 'defenc', 'spend', '<num>', 'gdp', 'exempt', 'debt', 'brake', 'restrict', 'upper', 'limit', 'although', 'germani', 'provid', 'aid', 'ukrain', 'european', 'countri', 'militari', 'notori', 'underfund', 'olaf', 'scholz', 'social', 'democratl', 'govern', 'set', '<num>', 'fund', 'russia', 'fullscal', 'inva', 'ukrain', '<num>', 'alreadi', 'alloc', 'germani', 'find', 'extra', '<num>', 'year', 'meet', 'current', 'nato', 'target', '<num>', 'gdp', 'defenc', 'secur', 'expert', 'believ', 'need', 'rai', 'target', 'closer', '<num>', 'scholz', 'due', 'meet', 'friedrich', 'merz', 'social', 'democrat', 'leader', 'wednesday', 'eve', 'eu', 'summit', 'devot', 'ukrain', 'european', 'defenc', 'govern', 'fell', 'apart', 'late', 'last', 'year', 'three', 'parti', 'coalit', 'could', 'agr', 'reform', 'debt', 'restrict', 'debt', 'brake', 'written', 'germani', 'constitut', 'basic', 'law', 'chang', 'would', 'requir', 'twothird', 'major', 'parliament', 'foregon', 'conclu', 'larg', 'number', 'seat', 'held', 'farright', 'afd', 'left', 'parti', 'howev', 'new', 'parliament', 'conven', 'late', 'march', 'measur', 'initi', 'go', 'old', 'parliament', 'bori', 'pistoriu', 'social', 'democrat', 'defenc', 'minist', 'outgo', 'govern', 'said', 'spend', 'plan', 'big', 'import', 'step', 'even', 'far', 'coalit', 'deal', 'ten', 'day', 'germani', 'elect', 'parti', 'take', 'part', 'exploratori', 'talk', 'continu', 'thursday', 'pistoriu', 'told', 'german', 'tv', 'remov', 'defenc', 'nation', 'debt', 'rule', 'armament', 'much', 'secur', 'countri', 'noth', 'noth', 'less', 'social', 'democrat', 'leader', 'lar', 'klingbeil', 'stand', 'alongsid', 'merz', 'tuesday', 'gave', 'detail', 'plan', 'reinvest', 'german', 'infrastructur', 'say', 'countri', 'wear', 'loan', '<num>', 'would', 'go', 'fund', 'cover', 'repair', 'road', 'railway', 'critic', 'infrastructur', '<num>', 'money', 'would', 'go', 'germani', '<num>', 'feder', 'state', 'loosen', 'debt', 'brake', 'allow', 'state', 'rack', 'small', 'amount', 'debt', '<date>', 'bbc', 'right', 'reserv', 'bbc', 'respon', 'content', 'extern', 'site', 'read', 'approach', 'extern', 'link']",https://www.bbc.com/news/articles/c981w25y5wpo
Romanians on the march after arrest of far-right presidential favourite,2025-03-05,Nick Thorpe,"['ten', 'thousand', 'romanian', 'march', 'bucharest', 'victori', 'squar', 'seat', 'romanian', 'govern', 'weekend', 'presidenti', 'elect', 'favourit', 'taken', 'question', 'calin', 'georgescu', 'pick', 'way', 'regist', 'candid', 'later', 'charg', 'attempt', 'overthrow', 'constitut', 'order', 'well', 'membership', 'neofascist', 'organi', 'georgescu', 'mental', 'mental', 'trump', 'said', 'lavinia', 'approvingli', 'steer', 'threeyearold', 'daughter', 'pushchair', 'sea', 'romanian', 'tricolour', 'flag', 'listen', 'opinion', 'listen', 'came', 'today', 'freedom', 'democraci', 'day', 'georgescu', 'arrest', 'came', 'unexpect', 'twist', 'gun', 'grenad', 'launcher', 'gold', 'bullion', 'buri', 'beneath', 'floorboard', 'found', 'raid', '<num>', 'properti', 'romanian', 'polic', 'target', 'network', 'allegedli', 'run', 'former', 'french', 'legionnair', 'militia', 'chief', 'democrat', 'republ', 'congo', 'horatiu', 'potra', 'current', 'whereabout', 'unknown', 'alleg', 'link', 'georgescu', 'ad', 'intrigu', 'horatiu', 'potra', 'admit', 'illeg', 'possess', 'weapon', 'georgescu', 'deni', 'wrongdo', 'three', 'month', 'romania', 'gone', 'stabl', 'loyal', 'member', 'european', 'union', 'nato', 'countri', 'farright', 'prorussia', 'figur', 'come', 'almost', 'nowher', 'becom', 'favourit', 'presid', 'georgescu', 'led', 'first', 'round', 'last', 'decemb', 'elect', 'runoff', 'vote', 'annul', 'romanian', 'intellig', 'reveal', 'russia', 'involv', '<num>', 'tiktok', 'account', 'back', 'elect', 'rerun', '<num>', '<num>', 'may', 'georgescu', 'critic', 'photograph', 'weapon', 'cach', 'ultim', 'proof', 'danger', 'republ', 'support', 'theyr', 'latest', 'bout', 'mudsl', 'doom', 'attempt', 'corrupt', 'regim', 'resist', 'inevit', 'trumpinspir', 'chang', 'roadsid', 'lone', 'busker', 'play', 'tune', 'electr', 'piano', 'sea', 'protest', 'pass', 'talk', 'freedom', 'choo', 'presid', 'said', 'oana', 'eftimi', 'vicepresid', 'patriot', 'parti', 'romanian', 'anoth', 'rightw', 'group', 'one', 'peculiar', 'calin', 'georgescu', 'phenomenon', 'seem', 'reach', 'beyond', 'exist', 'nationalist', 'parti', 'like', 'aur', 'allianc', 'union', 'romanian', '<num>', '<num>', 'seat', 'hou', 'deputi', 'parliamentari', 'elect', '<num>', 'decemb', 'poll', 'put', 'high', '<num>', 'georgescu', 'eclip', 'firebrand', 'aur', 'leader', 'georg', 'simion', 'leader', 'romania', 'diana', 'sosoaca', 'oana', 'eftimi', 'dismiss', 'charg', 'georgescu', 'backer', 'reheat', 'slander', 'prosecut', 'case', 'close', 'last', 'year', 'lack', 'evid', 'fascist', 'fascist', 'normal', 'peopl', 'want', 'abl', 'choo', 'leader', 'exhaust', 'power', 'romania', 'cancel', 'presidenti', 'elect', 'matter', 'quiet', 'flat', 'far', 'noisi', 'marcher', 'elena', 'calistru', 'presid', 'funki', 'citizen', 'liberalmind', 'nongovern', 'organi', 'admit', 'protest', 'anguish', 'corrupt', 'complac', 'elit', 'basi', 'fact', 'hou', 'roof', 'leak', 'dont', 'burn', 'hou', 'fix', 'roof', 'right', 'unfortun', 'us', 'though', 'malai', 'see', 'europ', 'lack', 'leadership', 'lack', 'politician', 'capabl', 'talk', 'gener', 'public', 'without', 'tri', 'compet', 'populist', 'also', 'present', 'romania', 'loyal', 'us', 'alli', 'romanian', 'militari', 'analyst', 'hold', 'breath', 'fate', 'substanti', 'us', 'militari', 'infrastructur', 'romania', 'includ', '<num>', 'us', 'personnel', 'dacian', 'spring', 'major', 'nato', 'exerci', 'schedul', 'spring', 'postpon', 'may', 'elect', 'candid', '<num>', 'march', 'regist', 'candidaci', 'presidenti', 'elect', 'romanian', 'constitut', 'court', 'rule', 'georgescu', 'cannot', 'stand', 'charg', 'level', 'american', 'react', 'us', 'vicepresid', 'jd', 'vanc', 'made', 'appar', 'critic', 'romania', 'munich', 'secur', 'confer', 'last', 'month', 'democraci', 'destroy', 'hundr', 'thousand', 'dollar', 'digit', 'adverti', 'foreign', 'countri', 'wasnt', 'strong', 'begin', 'good', 'news', 'happen', 'think', 'democraci', 'substanti', 'less', 'brittl', 'mani', 'peopl', 'appar', 'fear', 'ad', 'vanc', 'romanian', 'side', 'polit', 'spectrum', 'seem', 'unconvinc', '<date>', 'bbc', 'right', 'reserv', 'bbc', 'respon', 'content', 'extern', 'site', 'read', 'approach', 'extern', 'link']",https://www.bbc.com/news/articles/c3d810xyvz9o
Migrants rescued after several days stranded on oil platform,2025-03-04,Laura Gozzi,"['thirtytwo', 'migrant', 'attempt', 'cross', 'mediterranean', 'rescu', 'ngo', 'ship', 'spend', 'sever', 'day', 'strand', 'oil', 'platform', 'coast', 'tunisia', 'women', 'men', 'children', 'shipwreck', 'food', 'water', 'accord', 'mediterranea', 'migrant', 'rescu', 'chariti', 'one', 'person', 'platform', 'die', 'chariti', 'said', 'ngo', 'sea', 'watch', 'said', 'manag', 'rescu', '<num>', 'peopl', 'ga', 'platform', 'tuesday', 'afternoon', 'look', 'aboard', 'aurora', 'ship', 'howev', 'aurora', 'final', 'destin', 'unclear', 'countri', 'nearbi', 'yet', 'assign', 'ship', 'port', 'safeti', 'sea', 'watch', 'said', 'ad', 'european', 'countri', 'interven', 'despit', 'immin', 'emerg', 'fact', 'peopl', 'strand', 'intern', 'water', 'border', 'tunisian', 'malt', 'search', 'rescu', 'sar', 'zone', 'ngo', 'monitor', 'aircraft', 'seabird', 'reportedli', 'spot', 'empti', 'rubber', 'dinghi', 'near', 'platform', '<num>', 'march', 'shipwreck', 'peopl', 'manag', 'contact', 'alarm', 'phone', 'emerg', 'hotlin', 'migrant', 'troubl', 'sea', 'call', 'said', 'without', 'food', 'day', 'condit', 'critic', 'also', 'report', 'death', 'one', 'person', 'sea', 'watch', 'said', 'video', 'appar', 'film', 'one', 'peopl', 'platform', 'share', 'ngo', 'social', 'media', 'young', 'man', 'white', 'tshirt', 'could', 'heard', 'say', 'suffer', 'hunger', 'die', 'cold', 'speak', 'tigrinya', 'languag', 'spoken', 'ethiopia', 'eritrea', 'man', 'said', 'left', 'libya', 'five', 'day', 'ago', 'dinghi', 'travel', 'capsiz', 'made', 'didnt', 'die', 'sea', 'die', 'hunger', 'exhaust', 'hour', 'nobodi', 'anyth', 'obviou', 'die', 'littl', 'chanc', 'surviv', 'said', 'behind', 'sever', 'peopl', 'appar', 'shiver', 'cold', 'wave', 'crash', 'oil', 'platform', 'pillar', '<num>', 'peopl', 'tri', 'cross', 'central', 'mediterranean', '<num>', 'accord', 'data', 'share', 'un', '<num>', 'intercept', 'sent', 'back', 'african', 'shore', '<date>', 'lost', 'live', 'sea', '<date>', 'bbc', 'right', 'reserv', 'bbc', 'respon', 'content', 'extern', 'site', 'read', 'approach', 'extern', 'link']",https://www.bbc.com/news/articles/c743znzplgqo
Father tries to block daughter's euthanasia in landmark Spanish case,2025-03-04,Guy Hedgecoe,"['young', 'woman', 'due', 'testifi', 'spanish', 'court', 'today', 'bid', 'persuad', 'judg', 'let', 'die', 'voluntarili', 'wish', 'father', 'first', 'case', 'kind', '<num>', 'woman', 'call', 'noelia', 'want', 'end', 'life', 'parapleg', 'due', 'injuri', 'suffer', 'tri', 'take', 'life', '<num>', 'support', 'region', 'govern', 'catalonia', 'local', 'euthanasia', 'guarant', 'evalu', 'board', 'unanim', 'support', 'deci', '<date>', 'euthanasia', 'act', 'delib', 'end', 'person', 'life', 'reliev', 'suffer', 'involuntari', 'exampl', 'person', 'coma', 'unabl', 'give', 'consent', 'voluntari', 'case', 'woman', 'due', 'die', 'august', 'process', 'suspend', 'last', 'moment', 'due', 'legal', 'object', 'rai', 'father', 'back', 'campaign', 'group', 'christian', 'lawyer', 'abogado', 'cristiano', 'want', 'finish', 'digniti', 'noelia', 'told', 'court', 'tuesday', 'claim', 'coerc', 'religi', 'group', 'said', 'peopl', 'fill', 'room', 'care', 'centr', 'current', 'live', 'small', 'pictur', 'cross', 'religi', 'symbol', 'catalan', 'govern', 'legal', 'repres', 'case', 'state', 'evid', 'scientif', 'expert', 'charact', 'present', 'contradict', 'mani', 'medic', 'report', 'support', 'deci', 'die', 'howev', 'woman', 'father', 'argu', 'suffer', 'person', 'disord', 'affect', 'judgement', 'point', 'oblig', 'state', 'protect', 'live', 'peopl', 'especi', 'vulner', 'case', 'young', 'person', 'mental', 'health', 'problem', 'also', 'said', 'respond', 'well', 'rehabilit', 'treatment', 'legal', 'repres', 'also', 'claim', 'young', 'woman', 'chang', 'mind', 'undergo', 'euthanasia', 'sever', 'time', 'public', 'prosecutor', 'posit', 'regard', 'case', 'instead', 'call', 'judg', 'hear', 'opinion', 'expert', 'woman', 'take', 'deci', 'among', 'also', 'due', 'testifi', 'court', 'barcelona', 'today', 'member', 'euthanasia', 'board', 'evalu', 'case', 'neurorehabilit', 'specialist', 'psychiatr', 'specialist', 'euthanasia', 'law', 'introduc', 'spain', '<num>', 'first', 'time', 'case', 'gone', 'court', 'judg', 'decid', 'last', 'year', 'magistr', 'barcelona', 'reject', 'attempt', 'man', 'appeal', '<num>', 'son', 'euthanasia', 'approv', 'guarant', 'evalu', 'board', '<date>', 'bbc', 'right', 'reserv', 'bbc', 'respon', 'content', 'extern', 'site', 'read', 'approach', 'extern', 'link']",https://www.bbc.com/news/articles/crrdqdky9gxo
Trump says he 'appreciates' Zelensky message on Ukraine peace,2025-03-05,Jake Lapham,"['us', 'presid', 'donald', 'trump', 'say', 'receiv', 'letter', 'volodymyr', 'zelenski', 'agr', 'come', 'negoti', 'tabl', 'strike', 'peac', 'deal', 'ukrain', 'appreci', 'sent', 'letter', 'trump', 'said', 'address', 'joint', 'session', 'congress', 'washington', 'came', 'zelenski', 'said', 'social', 'media', 'post', 'readi', 'work', 'trump', 'strong', 'leadership', 'achiev', 'last', 'peac', 'statement', 'indic', 'cool', 'tension', 'leader', 'follow', 'fieri', 'meet', 'oval', 'offic', 'last', 'week', 'address', 'congress', 'trump', 'said', 'receiv', 'import', 'letter', 'zelenski', 'tuesday', 'read', 'said', 'excerpt', 'part', 'read', 'use', 'preci', 'languag', 'statement', 'post', 'zelenski', 'earlier', 'tuesday', 'letter', 'read', 'ukrain', 'readi', 'come', 'negoti', 'tabl', 'soon', 'possibl', 'bring', 'last', 'peac', 'closer', 'nobodi', 'want', 'peac', 'ukrainian', 'trump', 'said', 'continu', 'read', 'said', 'zelenski', 'letter', 'trump', 'said', 'team', 'stand', 'readi', 'work', 'presid', 'trump', 'strong', 'leadership', 'get', 'peac', 'last', 'trump', 'also', 'said', 'zelenski', 'told', 'readi', 'sign', 'rare', 'earth', 'miner', 'deal', 'us', 'ukrain', 'yet', 'comment', 'letter', 'us', 'presid', 'also', 'said', 'seriou', 'discuss', 'russia', 'hed', 'receiv', 'strong', 'signal', 'readi', 'peac', 'trump', 'indic', 'talk', 'took', 'place', 'whether', 'person', 'involv', 'time', 'end', 'senseless', 'war', 'want', 'end', 'war', 'talk', 'side', 'ad', 'earlier', 'tuesday', 'zelenski', 'describ', 'white', 'hou', 'showdown', 'trump', 'regrett', 'wake', 'us', 'announc', 'pau', 'militari', 'aid', 'kyiv', 'zelenski', 'said', 'time', 'make', 'thing', 'right', 'trump', 'accu', 'readi', 'come', 'negoti', 'tabl', 'ukrainian', 'leader', 'also', 'outlin', 'first', 'stage', 'war', 'could', 'end', 'oval', 'offic', 'meet', 'zelenski', 'us', 'offici', 'last', 'week', 'due', 'conclud', 'two', 'parti', 'sign', 'deal', 'would', 'grant', 'us', 'access', 'rare', 'earth', 'miner', 'ukrain', 'clash', 'saw', 'trump', 'accu', 'zelenski', 'gambl', 'world', 'war', 'three', 'ukrainian', 'deleg', 'left', 'without', 'sign', 'deal', 'trump', 'told', 'zelenski', 'come', 'back', 'readi', 'peac', '<date>', 'bbc', 'right', 'reserv', 'bbc', 'respon', 'content', 'extern', 'site', 'read', 'approach', 'extern', 'link']",https://www.bbc.com/news/articles/cm2jzpn5j8do
Katya Adler: Fractured Europe seeks credible answers on Ukraine,2025-03-05,Katya Adler,"['certainli', 'one', 'way', 'focu', 'mind', 'wallet', 'donald', 'trump', 'us', 'favour', 'choo', 'think', 'way', 'may', 'well', 'look', 'bright', 'side', 'otherwi', 'time', 'dark', 'word', 'diplomat', 'major', 'european', 'countri', 'speak', 'donald', 'trump', 'turn', 'militari', 'aid', 'tap', 'ukrain', 'monday', 'ask', 'name', 'share', 'thought', 'freeli', 'relentless', 'pace', 'chang', 'washington', 'dizzi', 'consum', 'news', 'politician', 'well', 'europ', 'scrambl', 'react', 'effect', 'frenzi', 'diplomat', 'activ', 'bilat', 'latenight', 'leader', 'phone', 'call', 'european', 'huddl', 'london', 'pari', 'meet', 'nato', 'defenc', 'minist', 'brussel', 'emerg', 'secur', 'summit', 'eu', 'leader', 'also', 'schedul', 'thursday', 'huge', 'moment', 'european', 'histori', 'european', 'countri', 'believ', 'secur', 'europ', 'sovereignti', 'ukrain', 'stake', 'russia', 'look', 'dismantl', 'westernfac', 'balanc', 'power', 'place', 'sinc', 'end', 'cold', 'war', 'washington', 'europ', 'back', 'term', 'secur', 'defenc', 'sinc', 'world', 'war', 'two', 'appear', 'care', 'fate', 'europ', 'accord', 'man', 'poi', 'next', 'leader', 'contin', 'biggest', 'economi', 'friedrich', 'merz', 'germani', 'bignam', 'european', 'meet', 'summit', 'actual', 'achiev', 'hour', 'prior', 'washington', 'halt', 'militari', 'aid', 'kyiv', 'uk', 'prime', 'minist', 'sir', 'keir', 'starmer', 'take', 'lead', 'europ', 'ukrain', 'announc', 'time', 'action', 'word', 'european', 'commiss', 'presid', 'ursula', 'von', 'der', 'leyen', 'meanwhil', 'said', 'europ', 'must', 'turn', 'ukrain', 'steel', 'porcupin', 'urgent', 'extra', 'arm', 'deliveri', 'contin', 'realli', 'act', 'one', 'though', 'europ', 'sum', 'total', 'differ', 'countri', 'differ', 'budget', 'diver', 'domest', 'polit', 'prioriti', 'europ', 'aim', 'take', 'defenc', 'action', 'twofold', 'first', 'show', 'donald', 'trump', 'word', 'uk', 'prime', 'minist', 'europ', 'heavi', 'lift', 'defend', 'europ', 'hope', 'persuad', 'trump', 'restart', 'militari', 'support', 'ukrain', 'keep', 'place', 'current', 'us', 'secur', 'backup', 'europ', 'whole', 'believ', 'longer', 'freeload', 'unit', 'state', 'also', 'europ', 'leader', 'need', 'urgent', 'boost', 'defenc', 'support', 'kyiv', 'anyway', 'donald', 'trump', 'turn', 'away', 'ukrain', 'line', 'europ', 'broadli', 'secur', 'term', 'washington', 'europ', 'feel', 'point', 'prove', 'russia', 'watch', 'variou', 'highprofil', 'bigpledg', 'european', 'emerg', 'meet', 'must', 'produc', 'speedi', 'impress', 'practic', 'result', 'otherwi', 'kremlin', 'eye', 'europ', 'look', 'weak', 'vulner', 'moscow', 'alreadi', 'gloat', 'split', 'see', 'western', 'uniti', 'donald', 'trump', 'say', 'trust', 'vladimir', 'putin', 'scath', 'nato', 'alli', 'call', 'ukrain', 'presid', 'dictat', 'russia', 'know', 'europ', 'talk', 'determinedli', 'defend', 'secur', 'expert', 'speak', 'admit', 'least', 'shorttomedium', 'term', 'europ', 'still', 'need', 'us', 'last', 'week', 'washington', 'saw', 'french', 'presid', 'uk', 'prime', 'minist', 'separ', 'woo', 'donald', 'trump', 'us', 'fill', 'yawn', 'gap', 'european', 'defenc', 'left', 'year', 'chronic', 'underinvest', 'end', 'cold', 'war', 'number', 'troop', 'europ', 'diminish', 'end', 'conscript', 'european', 'countri', 'us', 'roughli', '<num>', 'troop', 'nuclear', 'weapon', 'variou', 'part', 'europ', 'nato', 'nuclear', 'share', 'polici', 'mani', 'nonnuclear', 'major', 'european', 'power', 'germani', 'fear', 'sever', 'expo', 'russia', 'donald', 'trump', 'withdraw', 'support', 'uk', 'franc', 'manag', 'assembl', 'call', 'coalit', 'european', 'countri', 'accept', 'send', 'even', 'modest', 'number', 'peacekeep', 'troop', 'ukrain', 'ceasefir', 'agr', 'could', 'stretch', 'european', 'armi', 'expo', 'gap', 'nato', 'defenc', 'poland', 'unwil', 'commit', 'troop', 'coalit', 'say', 'need', 'keep', 'soldier', 'home', 'defend', 'russia', 'also', 'fervent', 'hope', 'us', 'wont', 'pull', 'troop', 'eastern', 'europ', 'europ', 'also', 'reli', 'us', 'militari', 'capabl', 'ensur', 'smooth', 'run', 'oper', 'known', 'enabl', 'ukrain', 'lean', 'heavili', 'us', 'intellig', 'exampl', 'maintain', 'strong', 'hand', 'russia', 'wednesday', 'financ', 'time', 'report', 'us', 'cut', 'intelligenceshar', 'kyiv', 'move', 'could', 'seriou', 'affect', 'ukrainian', 'militari', 'abil', 'target', 'russian', 'forc', 'european', 'peacekeep', 'reassur', 'forc', 'ukrain', 'would', 'need', 'us', 'support', 'establish', 'air', 'shield', 'ukrain', 'europ', 'lack', 'airto', 'air', 'refuel', 'capabl', 'well', 'munit', 'could', 'take', 'air', 'defenc', 'russia', 'necessari', 'enabl', 'cant', 'bought', 'hurri', 'local', 'cashandcarri', 'one', 'european', 'politician', 'put', 'uk', 'franc', 'europ', 'keen', 'keep', 'us', 'board', 'long', 'much', 'possibl', 'esteem', 'european', 'colleagu', 'probabl', 'hold', 'back', 'tweet', 'anger', 'one', 'frustrat', 'diplomat', 'highprofil', 'nation', 'told', 'discuss', 'european', 'outrag', 'treatment', 'ukrain', 'presid', 'us', 'presid', 'vicepresid', 'oval', 'offic', 'friday', 'real', 'leadership', 'let', 'steam', 'onlin', 'find', 'right', 'word', 'construct', 'move', 'forward', 'howev', 'complic', 'situat', 'need', 'continu', 'us', 'support', 'ukrain', 'europ', 'common', 'us', 'china', 'fundament', 'question', 'need', 'keep', 'mind', 'anoth', 'fundament', 'question', 'europ', 'cour', 'much', 'cash', 'need', 'fast', 'credibl', 'boost', 'defenc', 'ukrain', 'europ', 'could', 'arguabl', 'quit', 'easili', 'replac', 'current', 'us', 'support', 'put', 'mind', 'germani', 'largest', 'donor', 'militari', 'aid', 'ukrain', 'us', 'european', 'power', 'follow', 'lead', 'say', 'ukrain', 'defenc', 'would', 'cover', 'fores', 'futur', 'berlin', 'northern', 'european', 'countri', 'express', 'resent', 'franc', 'exampl', 'say', 'talk', 'big', 'defend', 'ukrain', 'strong', 'leadership', 'strategi', 'fact', 'donat', 'rel', 'littl', 'broader', 'defenc', 'spend', 'eu', 'commiss', 'chief', 'ursula', 'von', 'der', 'leyen', 'declar', 'tuesday', 'europ', 'era', 'rearmament', 'suggest', 'eu', 'alon', 'could', 'mobili', 'total', '<num>', 'euro', 'defenc', 'spend', 'eu', 'leader', 'debat', 'propo', 'summit', 'thursday', 'includ', 'whether', 'frozen', 'russian', 'asset', 'europ', 'could', 'use', 'fund', 'ukrain', 'potenti', 'public', 'european', 'split', 'loom', 'larg', 'mani', 'fuell', 'member', 'state', 'domest', 'polit', 'hungari', 'close', 'russia', 'donald', 'trump', 'administr', 'spoke', 'wheel', 'pretti', 'much', 'everi', 'eu', 'debat', 'help', 'ukrain', 'brussel', 'fear', 'slovakia', 'go', 'way', 'countri', 'near', 'russia', 'border', 'need', 'explain', 'voter', 'defenc', 'spend', 'need', 'high', 'tini', 'expo', 'baltic', 'nation', 'estonia', 'lithuania', 'alreadi', 'spend', '<num>', 'gdp', 'defenc', 'want', 'rai', '<num>', 'near', 'futur', 'meanwhil', 'big', 'european', 'economi', 'itali', 'spain', 'geograph', 'much', 'russia', 'fail', 'spend', 'nato', 'minimum', 'requir', '<num>', 'gdp', 'defenc', 'germani', 'franc', 'uk', 'accord', 'studi', 'londonba', 'focaldata', 'research', 'group', 'voter', 'want', 'maintain', 'reduc', 'defenc', 'spend', 'prefer', 'govern', 'focu', 'voter', 'prioriti', 'nato', 'secretari', 'gener', 'mark', 'rutt', 'warn', 'european', 'wake', 'smell', 'coff', 'brew', 'washington', 'moscow', 'european', 'nation', 'need', 'spend', '<num>', 'gdp', 'effect', 'wean', 'contin', 'deep', 'relianc', 'us', 'say', 'donald', 'trump', 'pull', 'europ', 'altogeth', 'never', 'mind', 'ukrain', 'would', 'mean', 'spend', '<num>', 'gdp', 'accord', 'defenc', 'expert', 'polit', 'social', 'econom', 'earthquak', 'europ', 'leader', 'hope', 'face', '<date>', 'bbc', 'right', 'reserv', 'bbc', 'respon', 'content', 'extern', 'site', 'read', 'approach', 'extern', 'link']",https://www.bbc.com/news/articles/czxnekw9lyjo
"Pope well-rested after respiratory failure, Vatican says",2025-03-05,Jacqueline Howard,"['pope', 'franci', 'wellrest', 'woke', '<num>', 'local', 'time', '<num>', 'gmt', 'wednesday', 'vatican', 'said', 'vatican', 'said', 'pontiff', 'hospit', 'sinc', 'februari', 'receiv', 'treatment', 'pneumonia', 'spent', 'night', 'noninva', 'mechan', 'ventil', 'back', 'highflow', 'oxygen', 'mask', 'free', 'fever', 'alway', 'alert', 'cooper', 'therapi', 'wellori', 'vatican', 'said', 'statement', 'tuesday', 'even', 'said', 'pope', 'stabl', 'suffer', 'two', 'episod', 'respiratori', 'failur', 'day', 'meanwhil', 'pope', 'tradit', 'wednesday', 'audienc', 'cathol', 'cancel', 'third', 'week', 'vatican', 'publish', 'text', 'instead', 'contain', 'current', 'refer', 'appear', 'written', 'time', 'ago', 'pope', 'also', 'unabl', 'particip', 'event', 'plan', 'mark', 'ash', 'wednesday', 'first', 'day', 'lent', 'sixweek', 'period', 'lead', 'easter', 'rome', 'cathol', 'take', 'part', 'process', 'santa', 'sabina', 'basilica', 'pope', 'would', 'normal', 'attend', 'say', 'mass', 'year', 'servic', 'taken', 'instead', 'one', 'cardin', 'plan', 'visitor', 'mention', 'work', 'hospit', 'even', 'read', 'previou', 'monday', 'episod', 'pope', 'begun', 'use', 'oxygen', 'mask', 'ventil', 'assist', 'breath', 'second', 'time', 'mechan', 'interv', 'use', 'spend', 'two', 'day', 'ventil', 'follow', 'isol', 'breath', 'crisi', 'involv', 'vomit', 'friday', 'vatican', 'said', 'tuesday', 'updat', 'holi', 'see', 'said', 'pope', 'franci', 'switch', 'back', 'highflow', 'oxygen', 'therapi', 'day', 'altern', 'prayer', 'rest', 'tuesday', 'morn', 'receiv', 'eucharist', 'ad', 'unabl', 'deliv', 'tradit', 'angelu', 'prayer', 'person', 'last', 'three', 'sunday', '<num>', 'admit', 'hospit', '<num>', 'februari', 'experienc', 'breath', 'difficulti', 'sever', 'day', 'first', 'treat', 'bronchiti', 'diagno', 'pneumonia', 'lung', 'pontiff', 'particularli', 'suscept', 'pneumonia', 'infect', 'lung', 'cau', 'bacteria', 'viru', 'fungi', 'contract', 'pleurisi', 'inflamm', 'lung', 'young', 'man', 'partial', 'lung', 'remov', 'vatican', 'sourc', 'stress', 'along', 'pope', 'condit', 'remain', 'complex', 'doctor', 'remain', 'cautiou', 'danger', '<date>', 'bbc', 'right', 'reserv', 'bbc', 'respon', 'content', 'extern', 'site', 'read', 'approach', 'extern', 'link']",https://www.bbc.com/news/articles/cly28dj107qo
